sentence_id,sentence,cleaned_sentence,tokens
170,"`Yes, at present, until all else is conquered.",yes at present until all else is conquered,yes present else conquered
171,"The Elves may fear the Dark Lord, and they may fly before him, but never again will they listen to him or serve him.",the elves may fear the dark lord and they may fly before him but never again will they listen to him or serve him,elves may fear dark lord may fly never listen serve
172,"And here in Rivendell there live still some of his chief foes: the Elven-wise, lords of the Eldar from beyond the furthest seas.",and here in rivendell there live still some of his chief foes the elvenwise lords of the eldar from beyond the furthest seas,rivendell live still chief foes elvenwise lords eldar beyond furthest seas
173,"They do not fear the Ringwraiths, for those who have dwelt in the Blessed Realm live at once in both worlds, and against both the Seen and the Unseen they have great power.'",they do not fear the ringwraiths for those who have dwelt in the blessed realm live at once in both worlds and against both the seen and the unseen they have great power,fear ringwraiths dwelt blessed realm live worlds seen unseen great power
174,'I thought that I saw a white figure that shone and did not grow dim like the others.,i thought that i saw a white figure that shone and did not grow dim like the others,thought saw white figure shone grow dim like others
175,Was that Glorfindel then?',was that glorfindel then,glorfindel
176,"'Yes, you saw him for a moment as he is upon the other side: one of the mighty of the Firstborn.",yes you saw him for a moment as he is upon the other side one of the mighty of the firstborn,yes saw moment upon side one mighty firstborn
177,He is an Elf-lord of a house of princes.,he is an elflord of a house of princes,elflord house princes
178,"Indeed there is a power in Rivendell to withstand the might of Mordor, for a while: and elsewhere other powers still dwell.",indeed there is a power in rivendell to withstand the might of mordor for a while and elsewhere other powers still dwell,indeed power rivendell withstand might mordor elsewhere powers still dwell
179,"There is power, too, of another kind in the Shire.",there is power too of another kind in the shire,power another kind shire
180,"But all such places will soon become islands under siege, if things go on as they are going.",but all such places will soon become islands under siege if things go on as they are going,places soon become islands siege things go going
181,The Dark Lord is putting forth all his strength.,the dark lord is putting forth all his strength,dark lord putting forth strength
182,"`Still,' he said, standing suddenly up and sticking out his chin.",still he said standing suddenly up and sticking out his chin,still said standing suddenly sticking chin
183,"while his beard went stiff and straight like bristling wire, `we must keep up our courage.",while his beard went stiff and straight like bristling wire we must keep up our courage,beard went stiff straight like bristling wire must keep courage
184,"You will soon be well, if I do not talk you to death.",you will soon be well if i do not talk you to death,soon well talk death
185,"You are in Rivendell, and you need not worry about anything for the present.'",you are in rivendell and you need not worry about anything for the present,rivendell need worry anything present
186,"'I haven't any courage to keep up,' said Frodo, `but I am not worried at the moment.",i havent any courage to keep up said frodo but i am not worried at the moment,havent courage keep said frodo worried moment
187,"Just give me news of my friends, and tell me the end of the affair at the Ford, as I keep on asking, and I shall be content for the present.",just give me news of my friends and tell me the end of the affair at the ford as i keep on asking and i shall be content for the present,give news friends tell end affair ford keep asking shall content present
188,"After that I shall have another sleep, I think; but I shan't be able to close my eyes until you have finished the story for me.'",after that i shall have another sleep i think but i shant be able to close my eyes until you have finished the story for me,shall another sleep think shant able close eyes finished story
189,"Gandalf moved his chair to the bedside, and took a good look at Frodo.",gandalf moved his chair to the bedside and took a good look at frodo,gandalf moved chair bedside took good look frodo
190,"The colour had come back to his face, and his eyes were clear, and fully awake and aware.",the colour had come back to his face and his eyes were clear and fully awake and aware,colour come back face eyes clear fully awake aware
191,"He was smiling, and there seemed to be little wrong with him.",he was smiling and there seemed to be little wrong with him,smiling seemed little wrong
192,"But to the wizard's eye there was a faint change just a hint as it were of transparency, about him, and especially about the left hand that lay outside upon the coverlet.",but to the wizards eye there was a faint change just a hint as it were of transparency about him and especially about the left hand that lay outside upon the coverlet,wizards eye faint change hint transparency especially left hand lay outside upon coverlet
193,"`Still that must be expected,' said Gandalf to himself.",still that must be expected said gandalf to himself,still must expected said gandalf
194,"`He is not half through yet, and to what he will come in the end not even Elrond can foretell.",he is not half through yet and to what he will come in the end not even elrond can foretell,half yet come end even elrond foretell
195,"Not to evil, I think.",not to evil i think,evil think
196,He may become like a glass filled with a clear light for eyes to see that can.',he may become like a glass filled with a clear light for eyes to see that can,may become like glass filled clear light eyes see
197,"`You look splendid,' he said aloud.",you look splendid he said aloud,look splendid said aloud
198,`I will risk a brief tale without consulting Elrond.,i will risk a brief tale without consulting elrond,risk brief tale without consulting elrond
199,"But quite brief, mind you, and then you must sleep again.",but quite brief mind you and then you must sleep again,quite brief mind must sleep
200,"This is what happened, as far as I can gather.",this is what happened as far as i can gather,happened far gather
201,"The Riders made straight for you, as soon as you fled.",the riders made straight for you as soon as you fled,riders made straight soon fled
202,"They did not need the guidance of their horses any longer: you had become visible to them, being already on the threshold of their world.",they did not need the guidance of their horses any longer you had become visible to them being already on the threshold of their world,need guidance horses longer become visible already threshold world
203,And also the Ring drew them.,and also the ring drew them,also ring drew
204,"Your friends sprang aside, off the road, or they would have been ridden down.",your friends sprang aside off the road or they would have been ridden down,friends sprang aside road would ridden
205,"They knew that nothing could save you, if the white horse could not.",they knew that nothing could save you if the white horse could not,knew nothing could save white horse could
206,"The Riders were too swift to overtake, and too many to oppose.",the riders were too swift to overtake and too many to oppose,riders swift overtake many oppose
207,On foot even Glorfindel and Aragorn together could not with stand all the Nine at once.,on foot even glorfindel and aragorn together could not with stand all the nine at once,foot even glorfindel aragorn together could stand nine
208,"`When the Ringwraiths swept by, your friends ran up behind.",when the ringwraiths swept by your friends ran up behind,ringwraiths swept friends ran behind
209,Close to the Ford there is a small hollow beside the road masked by a few stunted trees.,close to the ford there is a small hollow beside the road masked by a few stunted trees,close ford small hollow beside road masked stunted trees
210,"There they hastily kindled fire; for Glorfindel knew that a flood would come down, if the Riders tried to cross, and then he would have to deal with any that were left on his side of the river.",there they hastily kindled fire for glorfindel knew that a flood would come down if the riders tried to cross and then he would have to deal with any that were left on his side of the river,hastily kindled fire glorfindel knew flood would come riders tried cross would deal left side river
211,"The moment the flood appeared, he rushed out, followed by Aragorn and the.",the moment the flood appeared he rushed out followed by aragorn and the,moment flood appeared rushed followed aragorn
212,others with flaming brands.,others with flaming brands,others flaming brands
213,"Caught between fire and water, and seeing an Elf-lord revealed in his wrath, they were dismayed, and their horses were stricken with madness.",caught between fire and water and seeing an elflord revealed in his wrath they were dismayed and their horses were stricken with madness,caught fire water seeing elflord revealed wrath dismayed horses stricken madness
214,Three were carried away by the first assault of the flood; the others were now hurled into the water by their horses and overwhelmed.',three were carried away by the first assault of the flood the others were now hurled into the water by their horses and overwhelmed,three carried away first assault flood others hurled water horses overwhelmed
215,'And is that the end of the Black Riders?',and is that the end of the black riders,end black riders
216,asked Frodo.,asked frodo,asked frodo
217,"'No,' said Gandalf.",no said gandalf,said gandalf
218,"'Their horses must have perished, and without them they are crippled.",their horses must have perished and without them they are crippled,horses must perished without crippled
219,But the Ringwraiths themselves cannot be so easily destroyed.,but the ringwraiths themselves cannot be so easily destroyed,ringwraiths easily destroyed
220,"However, there is nothing more to fear from them at present.",however there is nothing more to fear from them at present,however nothing fear present
221,"Your friends crossed after the flood had passed; and they found you lying on your face at the top of the bank, with a broken sword under you.",your friends crossed after the flood had passed and they found you lying on your face at the top of the bank with a broken sword under you,friends crossed flood passed found lying face top bank broken sword
222,The horse was standing guard beside you.,the horse was standing guard beside you,horse standing guard beside
223,"You were pale and cold, and they feared that you were dead, or worse.",you were pale and cold and they feared that you were dead or worse,pale cold feared dead worse
224,"Elrond's folk met them, carrying you slowly towards Rivendell.'",elronds folk met them carrying you slowly towards rivendell,elronds folk met carrying slowly towards rivendell
225,`Who made the flood?',who made the flood,made flood
226,asked Frodo.,asked frodo,asked frodo
227,"'Elrond commanded it,' answered Gandalf.",elrond commanded it answered gandalf,elrond commanded answered gandalf
228,"`The river of this valley is under his power, and it will rise in anger when he has great need to bar the Ford.",the river of this valley is under his power and it will rise in anger when he has great need to bar the ford,river valley power rise anger great need bar ford
229,As soon as the captain of the Ringwraiths rode into the water the flood was released.,as soon as the captain of the ringwraiths rode into the water the flood was released,soon captain ringwraiths rode water flood released
230,"If I may say so, I added a few touches of my own: you may not have noticed, but some of the waves took the form of great white horses with shining white riders; and there were many rolling and grinding boulders.",if i may say so i added a few touches of my own you may not have noticed but some of the waves took the form of great white horses with shining white riders and there were many rolling and grinding boulders,may say added touches may noticed waves took form great white horses shining white riders many rolling grinding boulders
231,"For a moment I was afraid that we had let loose too fierce a wrath, and the flood would get out of hand and wash you all away.",for a moment i was afraid that we had let loose too fierce a wrath and the flood would get out of hand and wash you all away,moment afraid let loose fierce wrath flood would get hand wash away
232,There is great vigour in the waters that come down from the snows of the Misty Mountains.',there is great vigour in the waters that come down from the snows of the misty mountains,great vigour waters come snows misty mountains
233,"`Yes, it all comes back to me now,' said Frodo: 'the tremendous roaring.",yes it all comes back to me now said frodo the tremendous roaring,yes comes back said frodo tremendous roaring
234,"I thought I was drowning, with my friends and enemies and all.",i thought i was drowning with my friends and enemies and all,thought drowning friends enemies
235,But now we are safe!',but now we are safe,safe
236,"Gandalf looked quickly at Frodo, but he had shut his eyes.",gandalf looked quickly at frodo but he had shut his eyes,gandalf looked quickly frodo shut eyes
237,"'Yes, you are all safe for the present.",yes you are all safe for the present,yes safe present
238,"Soon there will be feasting and merrymaking to celebrate the victory at the Ford of Bruinen, and you will all be there in places of honour.'",soon there will be feasting and merrymaking to celebrate the victory at the ford of bruinen and you will all be there in places of honour,soon feasting merrymaking celebrate victory ford bruinen places honour
239,'Splendid!',splendid,splendid
240,said Frodo.,said frodo,said frodo
241,"`It is wonderful that Elrond, and Glorfindel and such great lords, not to mention Strider, should take so much trouble and show me so much kindness.'",it is wonderful that elrond and glorfindel and such great lords not to mention strider should take so much trouble and show me so much kindness,wonderful elrond glorfindel great lords mention strider take much trouble show much kindness
242,"`Well, there are many reasons why they should,' said Gandalf, smiling.",well there are many reasons why they should said gandalf smiling,well many reasons said gandalf smiling
243,`I am one good reason.,i am one good reason,one good reason
244,The Ring is another: you are the Ring-bearer.,the ring is another you are the ringbearer,ring another ringbearer
245,"And you are the heir of Bilbo, the Ring-finder.'",and you are the heir of bilbo the ringfinder,heir bilbo ringfinder
246,`Dear Bilbo!',dear bilbo,dear bilbo
247,said Frodo sleepily.,said frodo sleepily,said frodo sleepily
248,`I wonder where he is.,i wonder where he is,wonder
249,I wish he was here and could hear all about it.,i wish he was here and could hear all about it,wish could hear
250,"It would have made him laugh, The cow jumped over the Moon!",it would have made him laugh the cow jumped over the moon,would made laugh cow jumped moon
251,And the poor old troll!',and the poor old troll,poor old troll
252,With that he fell fast asleep.,with that he fell fast asleep,fell fast asleep
253,Frodo was now safe in the Last Homely House east of the Sea.,frodo was now safe in the last homely house east of the sea,frodo safe last homely house east sea
254,"That house was, as Bilbo had long ago reported, `a perfect house, whether you like food or sleep, or story-telling or singing, or just sitting and thinking best, or a pleasant mixture of them all'.",that house was as bilbo had long ago reported a perfect house whether you like food or sleep or storytelling or singing or just sitting and thinking best or a pleasant mixture of them all,house bilbo long ago reported perfect house whether like food sleep storytelling singing sitting thinking best pleasant mixture
