sentence_id,sentence,cleaned_sentence,tokens
44,"They were clad wholly in white; and the hair of the Lady was of deep gold, and the hair of the Lord Celeborn was of silver long and bright; but no sign of age was upon them, unless it were in the depths of their eyes; for these were keen as lances in the starlight, and yet profound, the wells of deep memory.",they were clad wholly in white and the hair of the lady was of deep gold and the hair of the lord celeborn was of silver long and bright but no sign of age was upon them unless it were in the depths of their eyes for these were keen as lances in the starlight and yet profound the wells of deep memory,clad wholly white hair lady deep gold hair lord celeborn silver long bright sign age upon unless depths eyes keen lances starlight yet profound wells deep memory
45,"Haldir led Frodo before them, and the Lord welcomed him in his own tongue.",haldir led frodo before them and the lord welcomed him in his own tongue,haldir led frodo lord welcomed tongue
46,The Lady Galadriel said no word but looked long upon his face.,the lady galadriel said no word but looked long upon his face,lady galadriel said word looked long upon face
47,"`Sit now beside my chair, Frodo of the Shire! '",sit now beside my chair frodo of the shire,sit beside chair frodo shire
48,said Celeborn.,said celeborn,said celeborn
49,`When all have come we will speak together.',when all have come we will speak together,come speak together
50,Each of the companions he greeted courteously by name as they entered.,each of the companions he greeted courteously by name as they entered,companions greeted courteously name entered
51,`Welcome Aragorn son of Arathorn! ',welcome aragorn son of arathorn,welcome aragorn son arathorn
52,he said.,he said,said
53,`It is eight and thirty years of the world outside since you came to this land; and those years lie heavy on you.,it is eight and thirty years of the world outside since you came to this land and those years lie heavy on you,eight thirty years world outside since came land years lie heavy
54,"But the end is near, for good or ill.",but the end is near for good or ill,end near good ill
55,Here lay aside your burden for a while! ',here lay aside your burden for a while,lay aside burden
56,'Welcome son of Thranduil!,welcome son of thranduil,welcome son thranduil
57,Too seldom do my kindred journey hither from the North.',too seldom do my kindred journey hither from the north,seldom kindred journey hither north
58,`Welcome Gimli son of Glóin!,welcome gimli son of gloin,welcome gimli son gloin
59,It is long indeed since we saw one of Durin's folk in Caras Galadhon.,it is long indeed since we saw one of durins folk in caras galadhon,long indeed since saw one durins folk caras galadhon
60,But today we have broken our long law.,but today we have broken our long law,today broken long law
61,"May it be a sign that though the world is now dark better days are at hand, and that friendship shall be renewed between our peoples.'",may it be a sign that though the world is now dark better days are at hand and that friendship shall be renewed between our peoples,may sign though world dark better days hand friendship shall renewed peoples
62,Gimli bowed low.,gimli bowed low,gimli bowed low
63,When all the guests were seated before his chair the Lord looked at them again.,when all the guests were seated before his chair the lord looked at them again,guests seated chair lord looked
64,"'Here there are eight,' he said.",here there are eight he said,eight said
65,`Nine were to set out: so said the messages.,nine were to set out so said the messages,nine set said messages
66,But maybe there has been some change of counsel that we have not heard.,but maybe there has been some change of counsel that we have not heard,maybe change counsel heard
67,"Elrond is far away, and darkness gathers between us, and all this year the shadows have grown longer.'",elrond is far away and darkness gathers between us and all this year the shadows have grown longer,elrond far away darkness gathers us year shadows grown longer
68,"`Nay, there was no change of counsel,' said the Lady Galadriel speaking for the first time.",nay there was no change of counsel said the lady galadriel speaking for the first time,nay change counsel said lady galadriel speaking first time
69,"Her voice was clear and musical, but deeper than woman's wont.",her voice was clear and musical but deeper than womans wont,voice clear musical deeper womans wont
70,"`Gandalf the Grey set out with the Company, but he did not pass the borders of this land.",gandalf the grey set out with the company but he did not pass the borders of this land,gandalf grey set company pass borders land
71,Now tell us where he is; for I much desired to speak with him again.,now tell us where he is for i much desired to speak with him again,tell us much desired speak
72,"But I cannot see him from afar, unless he comes within the fences of Lothlórien: a grey mist is about him, and the ways of his feet and of his mind are hidden from me.'",but i cannot see him from afar unless he comes within the fences of lothlorien a grey mist is about him and the ways of his feet and of his mind are hidden from me,see afar unless comes within fences lothlorien grey mist ways feet mind hidden
73,'Alas! ',alas,alas
74,said Aragorn.,said aragorn,said aragorn
75,`Gandalf the Grey fell into shadow.,gandalf the grey fell into shadow,gandalf grey fell shadow
76,He remained in Moria and did not escape.',he remained in moria and did not escape,remained moria escape
77,At these words all the Elves in the hall cried aloud in grief and amazement.,at these words all the elves in the hall cried aloud in grief and amazement,words elves hall cried aloud grief amazement
78,"`These are evil tidings,' said Celeborn, `the most evil that have been spoken here in long years full of grievous deeds.'",these are evil tidings said celeborn the most evil that have been spoken here in long years full of grievous deeds,evil tidings said celeborn evil spoken long years full grievous deeds
79,He turned to Haldir.,he turned to haldir,turned haldir
80,`Why has nothing of this been told to me before? ',why has nothing of this been told to me before,nothing told
81,he asked in the Elven-tongue.,he asked in the elventongue,asked elventongue
82,"'We have not spoken to Haldir of our deeds or our purpose,' said Legolas.",we have not spoken to haldir of our deeds or our purpose said legolas,spoken haldir deeds purpose said legolas
83,"`At first we were weary and danger was too close behind and afterwards we almost forgot our grief for a time, as we walked in gladness on the fair paths of Lórien.'",at first we were weary and danger was too close behind and afterwards we almost forgot our grief for a time as we walked in gladness on the fair paths of lorien,first weary danger close behind afterwards almost forgot grief time walked gladness fair paths lorien
84,"`Yet our grief is great and our loss cannot be mended,' said Frodo.",yet our grief is great and our loss cannot be mended said frodo,yet grief great loss mended said frodo
85,"'Gandalf was our guide, and he led us through Moria; and when our escape seemed beyond hope he saved us, and he fell.'",gandalf was our guide and he led us through moria and when our escape seemed beyond hope he saved us and he fell,gandalf guide led us moria escape seemed beyond hope saved us fell
86,'Tell us now the full tale! ',tell us now the full tale,tell us full tale
87,"said Celeborn:
     Then Aragorn recounted all that had happened upon the pass of Caradhras, and in the days that followed; and he spoke of Balin and his book, and the fight in the Chamber of Mazarbul, and the fire, and the narrow bridge, and the coming of the Terror.",said celeborn then aragorn recounted all that had happened upon the pass of caradhras and in the days that followed and he spoke of balin and his book and the fight in the chamber of mazarbul and the fire and the narrow bridge and the coming of the terror,said celeborn aragorn recounted happened upon pass caradhras days followed spoke balin book fight chamber mazarbul fire narrow bridge coming terror
88,"'An evil of the Ancient World it seemed, such as I have never seen before,' said Aragorn.",an evil of the ancient world it seemed such as i have never seen before said aragorn,evil ancient world seemed never seen said aragorn
89,"`It was both a shadow and a flame, strong and terrible.'",it was both a shadow and a flame strong and terrible,shadow flame strong terrible
90,"'It was a Balrog of Morgoth,' said Legolas; `of all elf-banes the most deadly, save the One who sits in the Dark Tower.'",it was a balrog of morgoth said legolas of all elfbanes the most deadly save the one who sits in the dark tower,balrog morgoth said legolas elfbanes deadly save one sits dark tower
91,"`Indeed I saw upon the bridge that which haunts our darkest dreams I saw Durin's Bane,' said Gimli in a low voice, and dread was in his eyes.",indeed i saw upon the bridge that which haunts our darkest dreams i saw durins bane said gimli in a low voice and dread was in his eyes,indeed saw upon bridge haunts darkest dreams saw durins bane said gimli low voice dread eyes
92,'Alas! ',alas,alas
93,said Celeborn.,said celeborn,said celeborn
94,`We long have feared that under Caradhras a terror slept.,we long have feared that under caradhras a terror slept,long feared caradhras terror slept
95,"But had I known that the Dwarves had stirred up this evil in Moria again, I would have forbidden you to pass the northern borders, you and all that went with you.",but had i known that the dwarves had stirred up this evil in moria again i would have forbidden you to pass the northern borders you and all that went with you,known dwarves stirred evil moria would forbidden pass northern borders went
96,"And if it were possible, one would say that at the last Gandalf fell from wisdom into folly, going needlessly into the net of Moria.'",and if it were possible one would say that at the last gandalf fell from wisdom into folly going needlessly into the net of moria,possible one would say last gandalf fell wisdom folly going needlessly net moria
97,"`He would be rash indeed that said that thing,' said Galadriel gravely.",he would be rash indeed that said that thing said galadriel gravely,would rash indeed said thing said galadriel gravely
98,`Needless were none of the deeds of Gandalf in life.,needless were none of the deeds of gandalf in life,needless none deeds gandalf life
99,Those that followed him knew not his mind and cannot report his full purpose.,those that followed him knew not his mind and cannot report his full purpose,followed knew mind report full purpose
100,"But however it may be with the guide, the followers are blameless.",but however it may be with the guide the followers are blameless,however may guide followers blameless
101,Do not repent of your welcome to the Dwarf.,do not repent of your welcome to the dwarf,repent welcome dwarf
102,"If our folk had been exiled long and far from Lothlórien, who of the Galadhrim, even Celeborn the Wise, would pass nigh and would not wish to look upon their ancient home, though it had become an abode of dragons?",if our folk had been exiled long and far from lothlorien who of the galadhrim even celeborn the wise would pass nigh and would not wish to look upon their ancient home though it had become an abode of dragons,folk exiled long far lothlorien galadhrim even celeborn wise would pass nigh would wish look upon ancient home though become abode dragons
103,"'Dark is the water of Kheled-zâram, and cold are the springs of Kibil-nâla, and fair were the many-pillared halls of Khazad-dûm in Elder Days before the fall of mighty kings beneath the stone.'",dark is the water of kheledzaram and cold are the springs of kibilnala and fair were the manypillared halls of khazaddum in elder days before the fall of mighty kings beneath the stone,dark water kheledzaram cold springs kibilnala fair manypillared halls khazaddum elder days fall mighty kings beneath stone
104,"She looked upon Gimli, who sat glowering and sad, and she smiled.",she looked upon gimli who sat glowering and sad and she smiled,looked upon gimli sat glowering sad smiled
105,"And the Dwarf, hearing the names given in his own ancient tongue, looked up and met her eyes; and it seemed to him that he looked suddenly into the heart of an enemy and saw there love and understanding.",and the dwarf hearing the names given in his own ancient tongue looked up and met her eyes and it seemed to him that he looked suddenly into the heart of an enemy and saw there love and understanding,dwarf hearing names given ancient tongue looked met eyes seemed looked suddenly heart enemy saw love understanding
106,"Wonder came into his face, and then he smiled in answer.",wonder came into his face and then he smiled in answer,wonder came face smiled answer
107,"He rose clumsily and bowed in dwarf-fashion, saying: `Yet more fair is the living land of Lórien, and the Lady Galadriel is above all the jewels that lie beneath the earth! '",he rose clumsily and bowed in dwarffashion saying yet more fair is the living land of lorien and the lady galadriel is above all the jewels that lie beneath the earth,rose clumsily bowed dwarffashion saying yet fair living land lorien lady galadriel jewels lie beneath earth
108,There was a silence.,there was a silence,silence
109,At length Celeborn spoke again.,at length celeborn spoke again,length celeborn spoke
110,"`I did not know that your plight was so evil,' he said.",i did not know that your plight was so evil he said,know plight evil said
111,`Let Gimli forget my harsh words: I spoke in the trouble of my heart.,let gimli forget my harsh words i spoke in the trouble of my heart,let gimli forget harsh words spoke trouble heart
112,"I will do what I can to aid you, each according to his wish and need, but especially that one of the little folk who bears the burden.'",i will do what i can to aid you each according to his wish and need but especially that one of the little folk who bears the burden,aid according wish need especially one little folk bears burden
113,"'Your quest is known to us,' said Galadriel, looking at Frodo.",your quest is known to us said galadriel looking at frodo,quest known us said galadriel looking frodo
114,`But we will not here speak of it more openly.,but we will not here speak of it more openly,speak openly
115,"Yet not in vain will it prove, maybe, that you came to this land seeking aid, as Gandalf himself plainly purposed.",yet not in vain will it prove maybe that you came to this land seeking aid as gandalf himself plainly purposed,yet vain prove maybe came land seeking aid gandalf plainly purposed
116,"For the Lord of the Galadhrim is accounted the wisest of the Elves of Middle-earth, and a giver of gifts beyond the power of kings.",for the lord of the galadhrim is accounted the wisest of the elves of middleearth and a giver of gifts beyond the power of kings,lord galadhrim accounted wisest elves middleearth giver gifts beyond power kings
117,"He has dwelt in the West since the days of dawn, and I have dwelt with him years uncounted; for ere the fall of Nargothrond or Gondolin I passed over the mountains, and together through ages of the world we have fought the long defeat.",he has dwelt in the west since the days of dawn and i have dwelt with him years uncounted for ere the fall of nargothrond or gondolin i passed over the mountains and together through ages of the world we have fought the long defeat,dwelt west since days dawn dwelt years uncounted ere fall nargothrond gondolin passed mountains together ages world fought long defeat
118,'I it was who first summoned the White Council.,i it was who first summoned the white council,first summoned white council
119,"And if my designs had not gone amiss, it would have been governed by Gandalf the Grey, and then mayhap things would have gone otherwise.",and if my designs had not gone amiss it would have been governed by gandalf the grey and then mayhap things would have gone otherwise,designs gone amiss would governed gandalf grey mayhap things would gone otherwise
120,But even now there is hope left.,but even now there is hope left,even hope left
121,"I will not give you counsel, saying do this, or do that.",i will not give you counsel saying do this or do that,give counsel saying
122,"For not in doing or contriving, nor in choosing between this course and another, can I avail; but only in knowing what was and is, and in part also what shall be.",for not in doing or contriving nor in choosing between this course and another can i avail but only in knowing what was and is and in part also what shall be,contriving choosing course another avail knowing part also shall
123,But this I will say to you: your Quest stands upon the edge of a knife.,but this i will say to you your quest stands upon the edge of a knife,say quest stands upon edge knife
124,"Stray but a little and it will fail, to the ruin of all.",stray but a little and it will fail to the ruin of all,stray little fail ruin
125,Yet hope remains while all the Company is true.',yet hope remains while all the company is true,yet hope remains company true
126,"And with that word she held them with her eyes, and in silence looked searchingly at each of them in turn.",and with that word she held them with her eyes and in silence looked searchingly at each of them in turn,word held eyes silence looked searchingly turn
127,None save Legolas and Aragorn could long endure her glance.,none save legolas and aragorn could long endure her glance,none save legolas aragorn could long endure glance
128,Sam quickly blushed and hung his head.,sam quickly blushed and hung his head,sam quickly blushed hung head
129,"At length the Lady Galadriel released them from her eyes, and she smiled.",at length the lady galadriel released them from her eyes and she smiled,length lady galadriel released eyes smiled
130,"`Do not let your hearts be troubled,' she said.",do not let your hearts be troubled she said,let hearts troubled said
131,'Tonight you shall sleep in peace.',tonight you shall sleep in peace,tonight shall sleep peace
132,"Then they sighed and felt suddenly weary, as those who have been questioned long and deeply, though no words had been spoken openly.",then they sighed and felt suddenly weary as those who have been questioned long and deeply though no words had been spoken openly,sighed felt suddenly weary questioned long deeply though words spoken openly
133,`Go now! ',go now,go
134,said Celeborn.,said celeborn,said celeborn
135,`You are worn with sorrow and much toil.,you are worn with sorrow and much toil,worn sorrow much toil
136,"Even if your Quest did not concern us closely, you should have refuge in this City, until you were healed and refreshed.",even if your quest did not concern us closely you should have refuge in this city until you were healed and refreshed,even quest concern us closely refuge city healed refreshed
137,"Now you shall rest, and we will not speak of your further road for a while.'",now you shall rest and we will not speak of your further road for a while,shall rest speak road
138,"That night the Company slept upon the ground, much to the satisfaction of the hobbits.",that night the company slept upon the ground much to the satisfaction of the hobbits,night company slept upon ground much satisfaction hobbits
139,"The Elves spread for them a pavilion among the trees near the fountain, and in it they laid soft couches; then speaking words of peace with fair elvish voices they left them.",the elves spread for them a pavilion among the trees near the fountain and in it they laid soft couches then speaking words of peace with fair elvish voices they left them,elves spread pavilion among trees near fountain laid soft couches speaking words peace fair elvish voices left
140,"For a little while the travellers talked of their night before in the tree-tops, and of their day's journey, and of the Lord and Lady; for they had not yet the heart to look further back.",for a little while the travellers talked of their night before in the treetops and of their days journey and of the lord and lady for they had not yet the heart to look further back,little travellers talked night treetops days journey lord lady yet heart look back
141,"`What did you blush for, Sam? '",what did you blush for sam,blush sam
142,said Pippin.,said pippin,said pippin
143,`You soon broke down.,you soon broke down,soon broke
144,Anyone would have thought you had a guilty conscience.,anyone would have thought you had a guilty conscience,anyone would thought guilty conscience
145,I hope it was nothing worse than a wicked plot to steal one of my blankets.',i hope it was nothing worse than a wicked plot to steal one of my blankets,hope nothing worse wicked plot steal one blankets
146,"`I never thought no such thing,' answered Sam, in no mood for jest.",i never thought no such thing answered sam in no mood for jest,never thought thing answered sam mood jest
147,"'If you want to know, I felt as if I hadn't got nothing on, and I didn't like it.",if you want to know i felt as if i hadnt got nothing on and i didnt like it,want know felt hadnt got nothing didnt like
148,She seemed to be looking inside me and asking me what I would do if she gave me the chance of flying back home to the Shire to a nice little hole with-with a bit of garden of my own.',she seemed to be looking inside me and asking me what i would do if she gave me the chance of flying back home to the shire to a nice little hole withwith a bit of garden of my own,seemed looking inside asking would gave chance flying back home shire nice little hole withwith bit garden
149,"`That's funny,' said Merry.",thats funny said merry,thats funny said merry
150,"'Almost exactly what I felt myself; only, only well, I don't think I'II say any more,' he ended lamely.",almost exactly what i felt myself only only well i dont think iii say any more he ended lamely,almost exactly felt well dont think iii say ended lamely
151,"All of them, it seemed, had fared alike: each had felt that he was offered a choice between a shadow full of fear that lay ahead, and something that he greatly desired: clear before his mind it lay, and to get it he had only to turn aside from the road and leave the Quest and the war against Sauron to others.",all of them it seemed had fared alike each had felt that he was offered a choice between a shadow full of fear that lay ahead and something that he greatly desired clear before his mind it lay and to get it he had only to turn aside from the road and leave the quest and the war against sauron to others,seemed fared alike felt offered choice shadow full fear lay ahead something greatly desired clear mind lay get turn aside road leave quest war sauron others
152,"`And it seemed to me, too,' said Gimli, `that my choice would remain secret and known only to myself.'",and it seemed to me too said gimli that my choice would remain secret and known only to myself,seemed said gimli choice would remain secret known
153,"'To me it seemed exceedingly strange,' said Boromir.",to me it seemed exceedingly strange said boromir,seemed exceedingly strange said boromir
154,"`Maybe it was only a test, and she thought to read our thoughts for her own good purpose; but almost I should have said that she was tempting us, and offering what she pretended to have the power to give.",maybe it was only a test and she thought to read our thoughts for her own good purpose but almost i should have said that she was tempting us and offering what she pretended to have the power to give,maybe test thought read thoughts good purpose almost said tempting us offering pretended power give
155,It need not be said that I refused to listen.,it need not be said that i refused to listen,need said refused listen
156,The Men of Minas Tirith are true to their word.',the men of minas tirith are true to their word,men minas tirith true word
157,But what he thought that the Lady had offered him Boromir did not tell.,but what he thought that the lady had offered him boromir did not tell,thought lady offered boromir tell
158,"And as for Frodo, he would not speak, though Boromir pressed him with questions.",and as for frodo he would not speak though boromir pressed him with questions,frodo would speak though boromir pressed questions
159,"`She held you long in her gaze, Ring-bearer,' he said.",she held you long in her gaze ringbearer he said,held long gaze ringbearer said
160,"`Yes,' said Frodo; `but whatever came into my mind then I will keep there.'",yes said frodo but whatever came into my mind then i will keep there,yes said frodo whatever came mind keep
161,"`Well, have a care! '",well have a care,well care
162,said Boromir.,said boromir,said boromir
163,`I do not feel too sure of this Elvish Lady and her purposes.',i do not feel too sure of this elvish lady and her purposes,feel sure elvish lady purposes
164,`Speak no evil of the Lady Galadriel! ',speak no evil of the lady galadriel,speak evil lady galadriel
165,said Aragorn sternly.,said aragorn sternly,said aragorn sternly
166,'You know not what you say.,you know not what you say,know say
167,"There is in her and in this land no evil, unless a man bring it hither himself.",there is in her and in this land no evil unless a man bring it hither himself,land evil unless man bring hither
168,Then let him beware!,then let him beware,let beware
169,But tonight I shall sleep without fear for the first time since I left Rivendell.,but tonight i shall sleep without fear for the first time since i left rivendell,tonight shall sleep without fear first time since left rivendell
170,"And may I sleep deep, and forget for a while my grief!",and may i sleep deep and forget for a while my grief,may sleep deep forget grief
171,I am weary in body and in heart.',i am weary in body and in heart,weary body heart
172,He cast himself down upon his couch and fell at once into a long sleep.,he cast himself down upon his couch and fell at once into a long sleep,cast upon couch fell long sleep
173,"The others soon did the same, and no sound or dream disturbed their slumber.",the others soon did the same and no sound or dream disturbed their slumber,others soon sound dream disturbed slumber
174,When they woke they found that the light of day was broad upon the lawn before the pavilion.,when they woke they found that the light of day was broad upon the lawn before the pavilion,woke found light day broad upon lawn pavilion
175,and the fountain rose and fell glittering in the sun.,and the fountain rose and fell glittering in the sun,fountain rose fell glittering sun
176,"They remained some days in Lothlórien, so far as they could tell or remember.",they remained some days in lothlorien so far as they could tell or remember,remained days lothlorien far could tell remember
177,"All the while that they dwelt there the sun shone clear, save for a gentle rain that fell at times, and passed away leaving all things fresh and clean.",all the while that they dwelt there the sun shone clear save for a gentle rain that fell at times and passed away leaving all things fresh and clean,dwelt sun shone clear save gentle rain fell times passed away leaving things fresh clean
178,"The air was cool and soft, as if it were early spring, yet they felt about them the deep and thoughtful quiet of winter.",the air was cool and soft as if it were early spring yet they felt about them the deep and thoughtful quiet of winter,air cool soft early spring yet felt deep thoughtful quiet winter
179,"It seemed to them that they did little but eat and drink and rest, and walk among the trees; and it was enough.",it seemed to them that they did little but eat and drink and rest and walk among the trees and it was enough,seemed little eat drink rest walk among trees enough
180,"They had not seen the Lord and Lady again, and they had little speech with the Elven-folk; for few of these knew or would use the Westron tongue.",they had not seen the lord and lady again and they had little speech with the elvenfolk for few of these knew or would use the westron tongue,seen lord lady little speech elvenfolk knew would use westron tongue
181,"Haldir had bidden them farewell and gone back again to the fences of the North, where great watch was now kept since the tidings of Moria that the Company had brought.",haldir had bidden them farewell and gone back again to the fences of the north where great watch was now kept since the tidings of moria that the company had brought,haldir bidden farewell gone back fences north great watch kept since tidings moria company brought
182,"Legolas was away much among the Galadhrim, and after the first night he did not sleep with the other companions, though he returned to eat and talk with them.",legolas was away much among the galadhrim and after the first night he did not sleep with the other companions though he returned to eat and talk with them,legolas away much among galadhrim first night sleep companions though returned eat talk
