sentence_id,sentence,cleaned_sentence,tokens
30,He took to wandering further afield and more often by himself; and Merry and his other friends watched him anxiously.,he took to wandering further afield and more often by himself and merry and his other friends watched him anxiously,took wandering afield often merry friends watched anxiously
31,Often he was seen walking and talking with the strange wayfarers that began at this time to appear in the Shire.,often he was seen walking and talking with the strange wayfarers that began at this time to appear in the shire,often seen walking talking strange wayfarers began time appear shire
32,"There were rumours of strange things happening in the world outside; and as Gandalf had not at that time appeared or sent any message for several years, Frodo gathered all the news he could.",there were rumours of strange things happening in the world outside and as gandalf had not at that time appeared or sent any message for several years frodo gathered all the news he could,rumours strange things happening world outside gandalf time appeared sent message several years frodo gathered news could
33,"Elves, who seldom walked in the Shire, could now be seen passing westward through the woods in the evening, passing and not returning; but they were leaving Middle-earth and were no longer concerned with its troubles.",elves who seldom walked in the shire could now be seen passing westward through the woods in the evening passing and not returning but they were leaving middleearth and were no longer concerned with its troubles,elves seldom walked shire could seen passing westward woods evening passing returning leaving middleearth longer concerned troubles
34,"There were, however, dwarves on the road in unusual numbers.",there were however dwarves on the road in unusual numbers,however dwarves road unusual numbers
35,"The ancient East-West Road ran through the Shire to its end at the Grey Havens, and dwarves had always used it on their way to their mines in the Blue Mountains.",the ancient eastwest road ran through the shire to its end at the grey havens and dwarves had always used it on their way to their mines in the blue mountains,ancient eastwest road ran shire end grey havens dwarves always used way mines blue mountains
36,They were the hobbits' chief source of news from distant parts  if they wanted any: as a rule dwarves said little and hobbits asked no more.,they were the hobbits chief source of news from distant parts if they wanted any as a rule dwarves said little and hobbits asked no more,hobbits chief source news distant parts wanted rule dwarves said little hobbits asked
37,"But now Frodo often met strange dwarves of far countries, seeking refuge in the West.",but now frodo often met strange dwarves of far countries seeking refuge in the west,frodo often met strange dwarves far countries seeking refuge west
38,"They were troubled, and some spoke in whispers of the Enemy and of the Land of Mordor.",they were troubled and some spoke in whispers of the enemy and of the land of mordor,troubled spoke whispers enemy land mordor
39,"That name the hobbits only knew in legends of the dark past, like a shadow in the background of their memories; but it was ominous and disquieting.",that name the hobbits only knew in legends of the dark past like a shadow in the background of their memories but it was ominous and disquieting,name hobbits knew legends dark past like shadow background memories ominous disquieting
40,It seemed that the evil power in Mirkwood had been driven out by the White Council only to reappear in greater strength in the old strongholds of Mordor.,it seemed that the evil power in mirkwood had been driven out by the white council only to reappear in greater strength in the old strongholds of mordor,seemed evil power mirkwood driven white council reappear greater strength old strongholds mordor
41,"The Dark Tower had been rebuilt, it was said.",the dark tower had been rebuilt it was said,dark tower rebuilt said
42,"From there the power was spreading far and wide, and away far east and south there were wars and growing fear.",from there the power was spreading far and wide and away far east and south there were wars and growing fear,power spreading far wide away far east south wars growing fear
43,Orcs were multiplying again in the mountains.,orcs were multiplying again in the mountains,orcs multiplying mountains
44,"Trolls were abroad, no longer dull-witted, but cunning and armed with dreadful weapons.",trolls were abroad no longer dullwitted but cunning and armed with dreadful weapons,trolls abroad longer dullwitted cunning armed dreadful weapons
45,"And there were murmured hints of creatures more terrible than all these, but they had no name.",and there were murmured hints of creatures more terrible than all these but they had no name,murmured hints creatures terrible name
46,"Little of all this, of course, reached the ears of ordinary hobbits.",little of all this of course reached the ears of ordinary hobbits,little course reached ears ordinary hobbits
47,But even the deafest and most stay-at-home began to hear queer tales; and those whose business took them to the borders saw strange things.,but even the deafest and most stayathome began to hear queer tales and those whose business took them to the borders saw strange things,even deafest stayathome began hear queer tales whose business took borders saw strange things
48,"The conversation in _The Green Dragon_ at Bywater, one evening in the spring of Frodo's fiftieth year, showed that even in the comfortable heart of the Shire rumours had been heard, though most hobbits still laughed at them.",the conversation in the green dragon at bywater one evening in the spring of frodos fiftieth year showed that even in the comfortable heart of the shire rumours had been heard though most hobbits still laughed at them,conversation green dragon bywater one evening spring frodos fiftieth year showed even comfortable heart shire rumours heard though hobbits still laughed
49,"Sam Gamgee was sitting in one corner near the fire, and opposite him was Ted Sandyman, the miller's son; and there were various other rustic hobbits listening to their talk.",sam gamgee was sitting in one corner near the fire and opposite him was ted sandyman the millers son and there were various other rustic hobbits listening to their talk,sam gamgee sitting one corner near fire opposite ted sandyman millers son various rustic hobbits listening talk
50,"'Queer things you do hear these days, to be sure,' said Sam.",queer things you do hear these days to be sure said sam,queer things hear days sure said sam
51,"'Ah,' said Ted, 'you do, if you listen.",ah said ted you do if you listen,ah said ted listen
52,"But I can hear fireside-tales and children's stories at home, if I want to.'",but i can hear firesidetales and childrens stories at home if i want to,hear firesidetales childrens stories home want
53,"'No doubt you can,' retorted Sam, 'and I daresay there's more truth in some of them than you reckon.",no doubt you can retorted sam and i daresay theres more truth in some of them than you reckon,doubt retorted sam daresay theres truth reckon
54,Who invented the stories anyway?,who invented the stories anyway,invented stories anyway
55,Take dragons now.',take dragons now,take dragons
56,"'No thank 'ee,' said Ted, 'I won't.",no thank ee said ted i wont,thank ee said ted wont
57,"I heard tell of them when I was a youngster, but there's no call to believe in them now.",i heard tell of them when i was a youngster but theres no call to believe in them now,heard tell youngster theres call believe
58,"There's only one Dragon in Bywater, and that's Green,' he said, getting a general laugh.",theres only one dragon in bywater and thats green he said getting a general laugh,theres one dragon bywater thats green said getting general laugh
59,"'All right,' said Sam, laughing with the rest.",all right said sam laughing with the rest,right said sam laughing rest
60,"'But what about these Tree-men, these giants, as you might call them?",but what about these treemen these giants as you might call them,treemen giants might call
61,They do say that one bigger than a tree was seen up away beyond the North Moors not long back.',they do say that one bigger than a tree was seen up away beyond the north moors not long back,say one bigger tree seen away beyond north moors long back
62,'Who's _they_?',whos they,whos
63,'My cousin Hal for one.,my cousin hal for one,cousin hal one
64,He works for Mr. Boffin at Overhill and goes up to the Northfarthing for the hunting.,he works for mr boffin at overhill and goes up to the northfarthing for the hunting,works mr boffin overhill goes northfarthing hunting
65,He _saw_ one.',he saw one,saw one
66,"'Says he did, perhaps.",says he did perhaps,says perhaps
67,Your Hal's always saying he's seen things; and maybe he sees things that ain't there.',your hals always saying hes seen things and maybe he sees things that aint there,hals always saying hes seen things maybe sees things aint
68,"'But this one was as big as an elm tree, and walking  walking seven yards to a stride, if it was an inch.'",but this one was as big as an elm tree and walking walking seven yards to a stride if it was an inch,one big elm tree walking walking seven yards stride inch
69,'Then I bet it wasn't an inch.,then i bet it wasnt an inch,bet wasnt inch
70,"What he saw _was_ an elm tree, as like as not.'",what he saw was an elm tree as like as not,saw elm tree like
71,"'But this one was _walking,_ I tell you; and there ain't no elm tree on the North Moors.'",but this one was walking i tell you and there aint no elm tree on the north moors,one walking tell aint elm tree north moors
72,"'Then Hal can't have seen one,' said Ted.",then hal cant have seen one said ted,hal cant seen one said ted
73,There was some laughing and clapping: the audience seemed to think that Ted had scored a point.,there was some laughing and clapping the audience seemed to think that ted had scored a point,laughing clapping audience seemed think ted scored point
74,"'All the same,' said Sam, 'you can't deny that others besides our Halfast have seen queer folk crossing the Shire  crossing it, mind you: there are more that are turned back at the borders.",all the same said sam you cant deny that others besides our halfast have seen queer folk crossing the shire crossing it mind you there are more that are turned back at the borders,said sam cant deny others besides halfast seen queer folk crossing shire crossing mind turned back borders
75,The Bounders have never been so busy before.,the bounders have never been so busy before,bounders never busy
76,'And I've heard tell that Elves are moving west.,and ive heard tell that elves are moving west,ive heard tell elves moving west
77,"They do say they are going to the harbours, out away beyond the White Towers.'",they do say they are going to the harbours out away beyond the white towers,say going harbours away beyond white towers
78,"Sam waved his arm vaguely: neither he nor any of them knew how far it was to the Sea, past the old towers beyond the western borders of the Shire.",sam waved his arm vaguely neither he nor any of them knew how far it was to the sea past the old towers beyond the western borders of the shire,sam waved arm vaguely neither knew far sea past old towers beyond western borders shire
79,"But it was an old tradition that away over there stood the Grey Havens, from which at times elven-ships set sail, never to return.",but it was an old tradition that away over there stood the grey havens from which at times elvenships set sail never to return,old tradition away stood grey havens times elvenships set sail never return
80,"'They are sailing, sailing, sailing over the Sea, they are going into the West and leaving us,' said Sam, half chanting the words, shaking his head sadly and solemnly.",they are sailing sailing sailing over the sea they are going into the west and leaving us said sam half chanting the words shaking his head sadly and solemnly,sailing sailing sailing sea going west leaving us said sam half chanting words shaking head sadly solemnly
81,But Ted laughed.,but ted laughed,ted laughed
82,"'Well, that isn't anything new, if you believe the old tales.",well that isnt anything new if you believe the old tales,well isnt anything new believe old tales
83,And I don't see what it matters to me or you.,and i dont see what it matters to me or you,dont see matters
84,Let them sail!,let them sail,let sail
85,But I warrant you haven't seen them doing it; nor any one else in the Shire.',but i warrant you havent seen them doing it nor any one else in the shire,warrant havent seen one else shire
86,"'Well I don't know,' said Sam thoughtfully.",well i dont know said sam thoughtfully,well dont know said sam thoughtfully
87,"He believed he had once seen an Elf in the woods, and still hoped to see more one day.",he believed he had once seen an elf in the woods and still hoped to see more one day,believed seen elf woods still hoped see one day
88,"Of all the legends that he had heard in his early years such fragments of tales and half-remembered stories about the Elves as the hobbits knew, had always moved him most deeply.",of all the legends that he had heard in his early years such fragments of tales and halfremembered stories about the elves as the hobbits knew had always moved him most deeply,legends heard early years fragments tales halfremembered stories elves hobbits knew always moved deeply
89,"'There are some, even in these parts, as know the Fair Folk and get news of them,' he said.",there are some even in these parts as know the fair folk and get news of them he said,even parts know fair folk get news said
90,"'There's Mr. Baggins now, that I work for.",theres mr baggins now that i work for,theres mr baggins work
91,He told me that they were sailing and he knows a bit about Elves.,he told me that they were sailing and he knows a bit about elves,told sailing knows bit elves
92,And old Mr. Bilbo knew more: many's the talk I had with him when I was a little lad.',and old mr bilbo knew more manys the talk i had with him when i was a little lad,old mr bilbo knew manys talk little lad
93,"'Oh, they're both cracked,' said Ted.",oh theyre both cracked said ted,oh theyre cracked said ted
94,"'Leastways old Bilbo was cracked, and Frodo's cracking.",leastways old bilbo was cracked and frodos cracking,leastways old bilbo cracked frodos cracking
95,"If that's where you get your news from, you'll never want for moonshine.",if thats where you get your news from youll never want for moonshine,thats get news youll never want moonshine
96,"Well, friends, I'm off home.",well friends im off home,well friends im home
97,Your good health!',your good health,good health
98,He drained his mug and went out noisily.,he drained his mug and went out noisily,drained mug went noisily
99,Sam sat silent and said no more.,sam sat silent and said no more,sam sat silent said
100,He had a good deal to think about.,he had a good deal to think about,good deal think
101,"For one thing, there was a lot to do up in the Bag End garden, and he would have a busy day tomorrow, if the weather cleared.",for one thing there was a lot to do up in the bag end garden and he would have a busy day tomorrow if the weather cleared,one thing lot bag end garden would busy day tomorrow weather cleared
102,The grass was growing fast.,the grass was growing fast,grass growing fast
103,But Sam had more on his mind than gardening.,but sam had more on his mind than gardening,sam mind gardening
104,"After a while he sighed, and got up and went out.",after a while he sighed and got up and went out,sighed got went
105,It was early April and the sky was now clearing after heavy rain.,it was early april and the sky was now clearing after heavy rain,early april sky clearing heavy rain
106,"The sun was down, and a cool pale evening was quietly fading into night.",the sun was down and a cool pale evening was quietly fading into night,sun cool pale evening quietly fading night
107,"He walked home under the early stars through Hobbiton and up the Hill, whistling softly and thoughtfully.",he walked home under the early stars through hobbiton and up the hill whistling softly and thoughtfully,walked home early stars hobbiton hill whistling softly thoughtfully
108,It was just at this time that Gandalf reappeared after his long absence.,it was just at this time that gandalf reappeared after his long absence,time gandalf reappeared long absence
109,For three years after the Party he had been away.,for three years after the party he had been away,three years party away
110,"Then he paid Frodo a brief visit, and after taking a good look at him he went off again.",then he paid frodo a brief visit and after taking a good look at him he went off again,paid frodo brief visit taking good look went
111,"During the next year or two he had turned up fairly often, coming unexpectedly after dusk, and going off without warning before sunrise.",during the next year or two he had turned up fairly often coming unexpectedly after dusk and going off without warning before sunrise,next year two turned fairly often coming unexpectedly dusk going without warning sunrise
112,"He would not discuss his own business and journeys, and seemed chiefly interested in small news about Frodo's health and doings.",he would not discuss his own business and journeys and seemed chiefly interested in small news about frodos health and doings,would discuss business journeys seemed chiefly interested small news frodos health doings
113,Then suddenly his visits had ceased.,then suddenly his visits had ceased,suddenly visits ceased
114,"It was over nine years since Frodo had seen or heard of him, and he had begun to think that the wizard would never return and had given up all interest in hobbits.",it was over nine years since frodo had seen or heard of him and he had begun to think that the wizard would never return and had given up all interest in hobbits,nine years since frodo seen heard begun think wizard would never return given interest hobbits
115,"But that evening, as Sam was walking home and twilight was fading, there came the once familiar tap on the study window.",but that evening as sam was walking home and twilight was fading there came the once familiar tap on the study window,evening sam walking home twilight fading came familiar tap study window
116,Frodo welcomed his old friend with surprise and great delight.,frodo welcomed his old friend with surprise and great delight,frodo welcomed old friend surprise great delight
117,They looked hard at one another.,they looked hard at one another,looked hard one another
118,'Ah well eh?',ah well eh,ah well eh
119,said Gandalf.,said gandalf,said gandalf
120,"'You look the same as ever, Frodo!'",you look the same as ever frodo,look ever frodo
121,"'So do you,' Frodo replied; but secretly he thought that Gandalf looked older and more careworn.",so do you frodo replied but secretly he thought that gandalf looked older and more careworn,frodo replied secretly thought gandalf looked older careworn
122,"He pressed him for news of himself and of the wide world, and soon they were deep in talk, and they stayed up far into the night.",he pressed him for news of himself and of the wide world and soon they were deep in talk and they stayed up far into the night,pressed news wide world soon deep talk stayed far night
123,"Next morning after a late breakfast, the wizard was sitting with Frodo by the open window of the study.",next morning after a late breakfast the wizard was sitting with frodo by the open window of the study,next morning late breakfast wizard sitting frodo open window study
124,"A bright fire was on the hearth, but the sun was warm, and the wind was in the South.",a bright fire was on the hearth but the sun was warm and the wind was in the south,bright fire hearth sun warm wind south
125,"Everything looked fresh, and the new green of Spring was shimmering in the fields and on the tips of the trees' fingers.",everything looked fresh and the new green of spring was shimmering in the fields and on the tips of the trees fingers,everything looked fresh new green spring shimmering fields tips trees fingers
126,"Gandalf was thinking of a spring, nearly eighty years before, when Bilbo had run out of Bag End without a handkerchief.",gandalf was thinking of a spring nearly eighty years before when bilbo had run out of bag end without a handkerchief,gandalf thinking spring nearly eighty years bilbo run bag end without handkerchief
127,"His hair was perhaps whiter than it had been then, and his beard and eyebrows were perhaps longer, and his face more lined with care and wisdom; but his eyes were as bright as ever, and he smoked and blew smoke-rings with the same vigour and delight.",his hair was perhaps whiter than it had been then and his beard and eyebrows were perhaps longer and his face more lined with care and wisdom but his eyes were as bright as ever and he smoked and blew smokerings with the same vigour and delight,hair perhaps whiter beard eyebrows perhaps longer face lined care wisdom eyes bright ever smoked blew smokerings vigour delight
128,"He was smoking now in silence, for Frodo was sitting still, deep in thought.",he was smoking now in silence for frodo was sitting still deep in thought,smoking silence frodo sitting still deep thought
129,Even in the light of morning he felt the dark shadow of the tidings that Gandalf had brought.,even in the light of morning he felt the dark shadow of the tidings that gandalf had brought,even light morning felt dark shadow tidings gandalf brought
130,At last he broke the silence.,at last he broke the silence,last broke silence
131,"'Last night you began to tell me strange things about my ring, Gandalf,' he said.",last night you began to tell me strange things about my ring gandalf he said,last night began tell strange things ring gandalf said
132,"'And then you stopped, because you said that such matters were best left until daylight.",and then you stopped because you said that such matters were best left until daylight,stopped said matters best left daylight
133,Don't you think you had better finish now?,dont you think you had better finish now,dont think better finish
134,"You say the ring is dangerous, far more dangerous than I guess.",you say the ring is dangerous far more dangerous than i guess,say ring dangerous far dangerous guess
135,In what way?',in what way,way
136,"'In many ways,' answered the wizard.",in many ways answered the wizard,many ways answered wizard
137,"It is far more powerful than I ever dared to think at first, so powerful that in the end it would utterly overcome anyone of mortal race who possessed it.",it is far more powerful than i ever dared to think at first so powerful that in the end it would utterly overcome anyone of mortal race who possessed it,far powerful ever dared think first powerful end would utterly overcome anyone mortal race possessed
138,It would possess him.,it would possess him,would possess
139,"'In Eregion long ago many Elven-rings were made, magic rings as you call them, and they were, of course, of various kinds: some more potent and some less.",in eregion long ago many elvenrings were made magic rings as you call them and they were of course of various kinds some more potent and some less,eregion long ago many elvenrings made magic rings call course various kinds potent less
140,"The lesser rings were only essays in the craft before it was full-grown, and to the Elven-smiths they were but trifles  yet still to my mind dangerous for mortals.",the lesser rings were only essays in the craft before it was fullgrown and to the elvensmiths they were but trifles yet still to my mind dangerous for mortals,lesser rings essays craft fullgrown elvensmiths trifles yet still mind dangerous mortals
141,"But the Great Rings, the Rings of Power, they were perilous.",but the great rings the rings of power they were perilous,great rings rings power perilous
142,"'A mortal, Frodo, who keeps one of the Great Rings, does not die, but he does not grow or obtain more life, he merely continues, until at last every minute is a weariness.",a mortal frodo who keeps one of the great rings does not die but he does not grow or obtain more life he merely continues until at last every minute is a weariness,mortal frodo keeps one great rings die grow obtain life merely continues last every minute weariness
143,"And if he often uses the Ring to make himself invisible, he_ fades:_ he becomes in the end invisible permanently, and walks in the twilight under the eye of the dark power that rules the Rings.",and if he often uses the ring to make himself invisible he fades he becomes in the end invisible permanently and walks in the twilight under the eye of the dark power that rules the rings,often uses ring make invisible fades becomes end invisible permanently walks twilight eye dark power rules rings
144,"Yes, sooner or later  later, if he is strong or well-meaning to begin with, but neither strength nor good purpose will last  sooner or later the dark power will devour him.'",yes sooner or later later if he is strong or wellmeaning to begin with but neither strength nor good purpose will last sooner or later the dark power will devour him,yes sooner later later strong wellmeaning begin neither strength good purpose last sooner later dark power devour
145,'How terrifying!',how terrifying,terrifying
146,said Frodo.,said frodo,said frodo
147,There was another long silence.,there was another long silence,another long silence
148,The sound of Sam Gamgee cutting the lawn came in from the garden.,the sound of sam gamgee cutting the lawn came in from the garden,sound sam gamgee cutting lawn came garden
149,'How long have you known this?',how long have you known this,long known
150,asked Frodo at length.,asked frodo at length,asked frodo length
151,'And how much did Bilbo know?',and how much did bilbo know,much bilbo know
152,"'Bilbo knew no more than he told you, I am sure,' said Gandalf.",bilbo knew no more than he told you i am sure said gandalf,bilbo knew told sure said gandalf
153,"'He would certainly never have passed on to you anything that he thought would be a danger, even though I promised to look after you.",he would certainly never have passed on to you anything that he thought would be a danger even though i promised to look after you,would certainly never passed anything thought would danger even though promised look
154,"He thought the ring was very beautiful, and very useful at need; and if anything was wrong or queer, it was himself.",he thought the ring was very beautiful and very useful at need and if anything was wrong or queer it was himself,thought ring beautiful useful need anything wrong queer
155,"He said that it was ""growing on his mind"", and he was always worrying about it; but he did not suspect that the ring itself was to blame.",he said that it was growing on his mind and he was always worrying about it but he did not suspect that the ring itself was to blame,said growing mind always worrying suspect ring blame
156,"Though he had found out that the thing needed looking after; it did not seem always of the same size or weight; it shrank or expanded in an odd way, and might suddenly slip off a finger where it had been tight.'",though he had found out that the thing needed looking after it did not seem always of the same size or weight it shrank or expanded in an odd way and might suddenly slip off a finger where it had been tight,though found thing needed looking seem always size weight shrank expanded odd way might suddenly slip finger tight
157,"'Yes, he warned me of that in his last letter,' said Frodo, 'so I have always kept it on its chain.'",yes he warned me of that in his last letter said frodo so i have always kept it on its chain,yes warned last letter said frodo always kept chain
158,"'Very wise,' said Gandalf.",very wise said gandalf,wise said gandalf
159,"'But as for his long life, Bilbo never connected it with the ring at all.",but as for his long life bilbo never connected it with the ring at all,long life bilbo never connected ring
160,"He took all the credit for that to himself, and he was very proud of it.",he took all the credit for that to himself and he was very proud of it,took credit proud
161,Though he was getting restless and uneasy.,though he was getting restless and uneasy,though getting restless uneasy
162,_Thin and stretched_ he said.,thin and stretched he said,thin stretched said
163,A sign that the ring was getting control.',a sign that the ring was getting control,sign ring getting control
164,'How long have you known all this?',how long have you known all this,long known
165,asked Frodo again.,asked frodo again,asked frodo
166,'Known?',known,known
167,said Gandalf.,said gandalf,said gandalf
168,"'I have known much that only the Wise know, Frodo.",i have known much that only the wise know frodo,known much wise know frodo
169,"But if you mean ""known about _this_ ring"", well, I still do not _know,_one might say.",but if you mean known about this ring well i still do not knowone might say,mean known ring well still knowone might say
170,There is a last test to make.,there is a last test to make,last test make
171,But I no longer doubt my guess.,but i no longer doubt my guess,longer doubt guess
172,'When did I first begin to guess?',when did i first begin to guess,first begin guess
173,"he mused, searching back in memory.",he mused searching back in memory,mused searching back memory
174,"'Let me see  it was in the year that the White Council drove the dark power from Mirkwood, just before the Battle of Five Armies, that Bilbo found his ring.",let me see it was in the year that the white council drove the dark power from mirkwood just before the battle of five armies that bilbo found his ring,let see year white council drove dark power mirkwood battle five armies bilbo found ring
175,"A shadow fell on my heart then, though I did not know yet what I feared.",a shadow fell on my heart then though i did not know yet what i feared,shadow fell heart though know yet feared
176,"I wondered often how Gollum came by a Great Ring, as plainly it was  that at least was clear from the first.",i wondered often how gollum came by a great ring as plainly it was that at least was clear from the first,wondered often gollum came great ring plainly least clear first
177,"Then I heard Bilbo's strange story of how he had ""won"" it, and I could not believe it.",then i heard bilbos strange story of how he had won it and i could not believe it,heard bilbos strange story could believe
178,"When I at last got the truth out of him, I saw at once that he had been trying to put his claim to the ring beyond doubt.",when i at last got the truth out of him i saw at once that he had been trying to put his claim to the ring beyond doubt,last got truth saw trying put claim ring beyond doubt
179,"Much like Gollum with his ""birthday present"".",much like gollum with his birthday present,much like gollum birthday present
180,The lies were too much alike for my comfort.,the lies were too much alike for my comfort,lies much alike comfort
181,Clearly the ring had an unwholesome power that set to work on its keeper at once.,clearly the ring had an unwholesome power that set to work on its keeper at once,clearly ring unwholesome power set work keeper
182,That was the first real warning I had that all was not well.,that was the first real warning i had that all was not well,first real warning well
