sentence_id,sentence
187,"He lay tossing and turning and listening fearfully to the stealthy night-noises: wind in chinks of rock, water dripping, a crack, the sudden rattling fall of a loosened stone."
188,"He felt that black shapes were advancing to smother him; but when he sat up he saw nothing but the back of Strider sitting hunched up, smoking his pipe, and watching."
189,"He lay down again and passed into an uneasy dream, in which he walked on the grass in his garden in the Shire, but it seemed faint and dim, less clear than the tall black shadows that stood looking over the hedge."
190,In the morning he woke to find that the rain had stopped.
191,"The clouds were still thick, but they were breaking, and pale strips of blue appeared between them."
192,The wind was shifting again.
193,They did not start early.
194,"Immediately after their cold and comfortless breakfast Strider went off alone, telling the others to remain under the shelter of the cliff, until he came back."
195,"He was going to climb up, if he could, and get a look at the lie of the land."
196,When he returned he was not reassuring.
197,"'We have come too far to the north,' he said, 'and we must find some way to turn back southwards again."
198,If we keep on as we are going we shall get up into the Ettendales far north of Rivendell.
199,"That is troll-country, and little known to me."
200,"We could perhaps find our way through and come round to Rivendell from the north; but it would take too long, for I do not know the way, and our food would not last."
201,So somehow or other we must find the Ford of Bruinen.'
202,The rest of that day they spent scrambling over rocky ground.
203,"They found a passage between two hills that led them into a valley running south-east, the direction that they wished to take; but towards the end of the day they found their road again barred by a ridge of high land; its dark edge against the sky was broken into many bare points like teeth of a blunted saw."
204,They had a choice between going back or climbing over it.
205,"They decided to attempt the climb, but it proved very difficult."
206,Before long Frodo was obliged to dismount and struggle along on foot.
207,"Even so they often despaired of getting their pony up, or indeed of finding a path for themselves, burdened as they were."
208,"The light was nearly gone, and they were all exhausted, when at last they reached the top."
209,"They had climbed on to a narrow saddle between two higher points, and the land fell steeply away again, only a short distance ahead."
210,"Frodo threw himself down, and lay on the ground shivering."
211,"His left arm was lifeless, and his side and shoulder felt as if icy claws were laid upon them."
212,The trees and rocks about him seemed shadowy and dim.
213,"'We cannot go any further,' said Merry to Strider."
214,'I am afraid this has been too much for Frodo.
215,I am dreadfully anxious about him.
216,What are we to do?
217,"Do you think they will be able to cure him in Rivendell, if we ever get there?'"
218,"'We shall see,' answered Strider."
219,'There is nothing more that I can do in the wilderness; and it is chiefly because of his wound that I am so anxious to press on.
220,But I agree that we can go no further tonight.'
221,'What is the matter with my master?'
222,"asked Sam in a low voice, looking appealingly at Strider."
223,"'His wound was small, and it is already closed."
224,There's nothing to be seen but a cold white mark on his shoulder.'
225,"'Frodo has been touched by the weapons of the Enemy,' said Strider, 'and there is some poison or evil at work that is beyond my skill to drive out."
226,"But do not give up hope, Sam!'"
227,Night was cold up on the high ridge.
228,"They lit a small fire down under the gnarled roots of an old pine, that hung over a shallow pit: it looked as if stone had once been quarried there."
229,They sat huddled together.
230,"The wind blew chill through the pass, and they heard the tree-tops lower down moaning and sighing."
231,"Frodo lay half in a dream, imagining that endless dark wings were sweeping by above him, and that on the wings rode pursuers that sought him in all the hollows of the hills."
232,"The morning dawned bright and fair; the air was clean, and the light pale and clear in a rain-washed sky."
233,"Their hearts were encouraged, but (hey longed for the sun to warm their cold stiff limbs."
234,"As soon as it was light, Strider took Merry with him and went to survey the country from the height to the east of the pass."
235,The sun had risen and was shining brightly when he returned with more comforting news.
236,They were now going more or less in the right direction.
237,"If they went on, down the further side of the ridge, they would have the Mountains on their left."
238,"Some way ahead Strider had caught a glimpse of the Loudwater again, and he knew that, though it was hidden from view, the Road to the Ford was not far from the River and lay on the side nearest to them."
239,"'We must make for the Road again,' he said."
240,'We cannot hope to find a path through these hills.
241,"Whatever danger may beset it, the Road is our only way to the Ford.'"
242,As soon as they had eaten they set out again.
243,"They climbed slowly down the southern side of the ridge; but the way was much easier than they had expected, for the slope was far less steep on this side, and before long Frodo was able to ride again."
244,"Bill Ferny's poor old pony was developing an unexpected talent for picking out a path, and for sparing its rider as many jolts as possible."
245,The spirits of the party rose again.
246,"Even Frodo felt better in the morning light, but every now and again a mist seemed to obscure his sight, and he passed his hands over his eyes."
247,Pippin was a little ahead of the others.
248,Suddenly he turned round and called to them.
249,'There is a path here!'
250,he cried.
251,"When they came up with him, they saw that he had made no mistake:
     there were clearly the beginnings of a path, that climbed with many windings out of the woods below and faded away on the hill-top behind."
252,"In places it was now faint and overgrown, or choked with fallen stones and trees; but at one time it seemed to have been much used."
253,It was a path made by strong arms and heavy feet.
254,"Here and there old trees had been cut or broken down, and large rocks cloven or heaved aside to make a way."
255,"They followed the track for some while, for it offered much the easiest way down, but they went cautiously, and their anxiety increased as they came into the dark woods, and the path grew plainer and broader."
256,"Suddenly coming out of a belt of fir-trees it ran steeply down a slope, and turned sharply to the left round the comer of a rocky shoulder of the hill."
257,When they came to the comer they looked round and saw that the path ran on over a level strip under the face of a low cliff overhung with trees.
258,In the stony wall there was a door hanging crookedly ajar upon one great hinge.
259,Outside the door they all halted.
260,"There was a cave or rock-chamber behind, but in the gloom inside nothing could be seen."
261,"Strider, Sam, and Merry pushing with all their strength managed to open the door a little wider, and then Strider and Merry went in."
262,"They did not go far, for on the floor lay many old bones, and nothing else was to be seen near the entrance except some great empty jars and broken pots."
263,"'Surely this is a troll-hole, if ever there was one!'"
264,said Pippin.
265,"'Come out, you two, and let us get away."
266,Now we know who made the path -and we had better get off it quick.'
267,"'There is no need, I think,' said Strider, coining out."
268,"'It is certainly a troll-hole, but it seems to have been long forsaken."
269,I don't think we need be afraid.
270,"But let us go on down warily, and we shall see.'"
271,"The path went on again from the door, and turning to the right again across the level space plunged down a thick wooded slope."
272,"Pippin, not liking to show Strider that he was still afraid, went on ahead with Merry."
273,"Sam and Strider came behind, one on each side of Frodo's pony, for the path was now broad enough for four or five hobbits to walk abreast."
274,"But they had not gone very far before Pippin came running back, followed by Merry."
275,They both looked terrified.
276,'There _are_ trolls!'
277,Pippin panted.
278,'Down in a clearing in the woods not far below.
279,We got a sight of them through the tree-trunks.
280,They are very large!'
281,"'We will come and look at them,' said Strider, picking up a stick."
282,"Frodo said nothing, but Sam looked scared."
283,"The sun was now high, and it shone down through the half-stripped branches of the trees, and lit the clearing with bright patches of light."
284,"They halted suddenly on the edge, and peered through the tree-trunks, holding their breath."
285,There stood the trolls: three large trolls.
286,"One was stooping, and the other two stood staring at him."
287,Strider walked forward unconcernedly.
288,"'Get up, old stone!'"
289,"he said, and broke his stick upon the stooping troll."
290,Nothing happened.
291,"There was a gasp of astonishment from the hobbits, and then even Frodo laughed."
292,'Well!'
293,he said.
294,'We are forgetting our family history!
295,"These must be the very three that were caught by Gandalf, quarrelling over the right way to cook thirteen dwarves and one hobbit.'"
296,'I had no idea we were anywhere near the place!'
297,said Pippin.
298,He knew the story well.
299,Bilbo and Frodo had told it often; but as a matter of fact he had never more than half believed it.
300,"Even now he looked at the stone trolls with suspicion, wondering if some magic might not suddenly bring them to life again."
301,"'You are forgetting not only your family history, but all you ever knew about trolls,' said Strider."
302,"'It is broad daylight with a bright sun, and yet you come back trying to scare me with a tale of live trolls waiting for us in this glade!"
303,In any case you might have noticed that one of them has an old bird's nest behind his ear.
304,That would be a most unusual ornament for a live troll!'
305,They all laughed.
306,Frodo felt his spirits reviving: the reminder of Bilbo's first successful adventure was heartening.
307,"The sun, too, was warm and comforting, and the mist before his eyes seemed to be lifting a little."
308,"They rested for some time in the glade, and took their mid-day meal right under the shadow of the trolls' large legs."
309,"'Won't somebody give us a bit of a song, while the sun is high?'"
310,"said Merry, when they had finished."
311,'We haven't had a song or a tale for days.'
312,"'Not since Weathertop,' said Frodo."
313,The others looked at him.
314,'Don't worry about me!'
315,he added.
316,"'I feel much better, but I don't think I could sing."
317,Perhaps Sam could dig something out of his memory.'
318,"'Come on, Sam!'"
319,said Merry.
320,'There's more stored in your head than you let on about.'
321,"'I don't know about that,' said Sam."
322,'But how would this suit?
323,"It ain't what I call proper poetry, if you understand me: just a bit of nonsense."
324,But these old images here brought it to my mind.'
325,"Standing up, with his hands behind his back, as if he was at school, he began to sing to an old tune."
326,"Troll sat alone on his seat of stone,
           And munched and mumbled a bare old bone;
           For many a year he had gnawed it near,
           For meat was hard to come by."
327,Done by!
328,Gum by!
329,"In a case in the hills he dwelt alone,
           And meat was hard to come by."
330,Up came Tom with his big boots on.
331,"Said he to Troll: 'Pray, what is yon?"
332,"For it looks like the shin o' my nuncle Tim,
           As should be a-lyin' in graveyard."
333,Caveyard!
334,Paveyard!
335,"This many a year has Tim been gone,
           And I thought he were lyin' in graveyard.'"
336,"'My lad,' said Troll, 'this bone I stole."
337,But what be bones that lie in a hole?
338,"Thy nuncle was dead as a lump o' lead,
           Afore I found his shinbone."
339,Tinbone!
340,Thinbone!
341,"He can spare a share for a poor old troll,
           For he don't need his shinbone.'"
342,"Said Tom: 'I don't see why the likes o' thee
           Without axin' leave should go makin' free
           With the shank or the shin o' my father's kin;
           So hand the old bone over!"
343,Rover!
344,Trover!
345,"Though dead he be, it belongs to he;
           So hand the old bone over!'"
346,"'For a couple o' pins,' says Troll, and grins,
           'I'll eat thee too, and gnaw thy shins."
347,A bit o' fresh meal will go down sweet!
348,I'll try my teeth on thee now.
349,Hee now!
350,See now!
351,"I'm tired o' gnawing old bones and skins;
           I've a mind to dine on thee now.'"
352,"But just as he thought his dinner was caught,
           He found his hands had hold of naught."
353,"Before he could mind, Tom slipped behind
           And gave him the boot to larn him."
354,Warn him!
355,Darn him!
356,"A bump o' the boot on the seat, Tom thought,
           Would be the way to larn him."
357,"But harder than stone is the flesh and bone
           Of a troll that sits in the hills alone."
358,"As well set your boot to the mountain's root,
           For the seat of a troll don't feel it."
359,Peel it!
360,Heal it!
361,"Old Troll laughed, when he heard Tom groan,
           And he knew his toes could feel it."
362,"Tom's leg is game, since home he came,
           And his bootless foot is lasting lame;
           But Troll don't care, and he's still there
           With the bone he boned from its owner."
363,Doner!
364,Boner!
365,"Troll's old seat is still the same,
           And the bone he boned from its owner!"
366,"'Well, that's a warning to us all!'"
367,laughed Merry.
368,"'It is as well you used a stick, and not your hand, Strider!'"
369,"'Where did you come by that, Sam?'"
370,asked Pippin.
371,'I've never heard those words before.'
372,Sam muttered something inaudible.
373,"'It's out of his own head, of course,' said Frodo."
374,'I am learning a lot about Sam Gamgee on this journey.
375,"First he was a conspirator, now he's a jester."
376,He'll end up by becoming a wizard  or a warrior!'
377,"'I hope not,' said Sam."
378,'I don't want to be neither!'
379,In the afternoon they went on down the woods.
380,"They were probably following the very track that Gandalf, Bilbo, and the dwarves had used many years before."
381,After a few miles they came out on the top of a high bank above the Road.
382,"At this point the Road had left the Hoarwell far behind in its narrow valley, and now clung close to the feet of the hills, rolling and winding eastward among woods and heather-covered slopes towards the Ford and the Mountains."
383,Not far down the bank Strider pointed out a stone in the grass.
384,On it roughly cut and now much weathered could still be seen dwarf-runes and secret marks.
385,'There!'
386,said Merry.
387,'That must be the stone that marked the place where the trolls' gold was hidden.
388,"How much is left of Bilbo's share, I wonder, Frodo?'"
389,"Frodo looked at the stone, and wished that Bilbo had brought home no treasure more perilous, nor less easy to pan with."
390,"'None at all,' he said."
391,'Bilbo gave it all away.
392,"He told me he did not feel it was really his, as it came from robbers.'"
393,The Road lay quiet under the long shadows of early evening.
394,There was no sign of any other travellers to be seen.
395,"As there was now no other possible course for them to take, they climbed down the bank, and turning left went off as fast as they could."
396,Soon a shoulder of the hills cut off the light of the fast westering sun.
397,A cold wind flowed down to meet them from the mountains ahead.
398,"They were beginning to look out for a place off the Road, where they could camp for the night, when they heard a sound that brought sudden fear back into their hearts: the noise of hoofs behind them."
399,"They looked back, but they could not see far because of the many windings and rollings of the Road."
400,"As quickly as they could they scrambled off the beaten way and up into the deep heather and bilberry brushwood on the slopes above, until they came to a small patch of thick-growing hazels."
401,"As they peered out from among the bushes, they could see the Road, faint and grey in the failing light, some thirty feel below them."
402,The sound of hoofs drew nearer.
403,"They were going fast, with a light _clippety-clippely-clip._ Then faintly, as if it was blown away from them by the breeze, they seemed to catch a dim ringing, as of small bells tinkling."
404,'That does not sound like a Black Rider's horse!'
405,"said Frodo, listening intently."
406,"The other hobbits agreed hopefully that it did not, but they all remained full of suspicion."
407,They had been in fear of pursuit for so long that any sound from behind seemed ominous and unfriendly.
408,"But Strider was now leaning forward, stooped to the ground, with a hand to his ear, and a look of joy on his face."
409,"The light faded, and the leaves on the bushes rustled softly."
410,"Clearer and nearer now the bells jingled, and _clippety-clip_ came the quick trotting feet."
411,"Suddenly into view below came a white horse, gleaming in the shadows, running swiftly."
412,"In the dusk its headstall flickered and flashed, as if it were studded with gems like living stars."
413,"The rider's cloak streamed behind him, and his hood was thrown back; his golden hair flowed shimmering in the wind of his speed."
414,"To Frodo it appeared that a white light was shining through the form and raiment of the rider, as if through a thin veil."
415,"Strider sprang from hiding and dashed down towards the Road, leaping with a cry through the heather; but even before he had moved or called, the rider had reined in his horse and halted, looking up towards the thicket where they stood."
416,"When he saw Strider, he dismounted and ran to meet him calling out: _Ai na vedui Dúnadan!"
417,Mae govannen!_ His speech and clear ringing voice left no doubt in their hearts: the rider was of the Elven-folk.
418,No others that dwelt in the wide world had voices so fair to hear.
419,"But there seemed to be a note of haste or fear in his call, and they saw that he was now speaking quickly and urgently to Strider."
420,"Soon Strider beckoned to them, and the hobbits left the bushes and hurried down to the Road."
421,"'This is Glorfindel, who dwells in the house of Elrond,' said Strider."
422,"'Hail, and well met at last!'"
423,said the Elf-lord to Frodo.
424,'I was sent from Rivendell to look for you.
425,We feared that you were in danger upon the road.'
426,'Then Gandalf has reached Rivendell?'
427,cried Frodo joyfully.
428,'No.
429,"He had not when I departed; but that was nine days ago,' answered Glorfindel."
430,'Elrond received news that troubled him.
431,"Some of my kindred, journeying in your land beyond the Baranduin, learned that things were amiss, and sent messages as swiftly as they could."
432,"They said that the Nine were abroad, and that you were astray bearing a great burden without guidance, for Gandalf had not returned."
433,"There are few even in Rivendell that can ride openly against the Nine; but such as there were, Elrond sent out north, west, and south."
434,"It was thought that you might turn far aside to avoid pursuit, and become lost in the Wilderness."
435,"'It was my lot to take the Road, and I came to the Bridge of Mitheithel, and left a token there, nigh on seven days ago."
436,"Three of the servants of Sauron were upon the Bridge, but they withdrew and I pursued them westward."
437,"I came also upon two others, but they turned away southward."
438,Since then I have searched for your trail.
439,"Two days ago I found it, and followed it over the Bridge; and today I marked where you descended from the hills again."
440,But come!
441,There is no time for further news.
442,Since you are here we must risk the peril of the Road and go.
443,"There are five behind us, and when they find your trail upon the Road they will ride after us like the wind."
444,And they are not all.
445,"Where the other four may be, I do not know."
446,I fear that we may find the Ford is already held against us.'
447,While Glorfindel was speaking the shades of evening deepened.
448,Frodo felt a great weariness come over him.
449,"Ever since the sun began to sink the mist before his eyes had darkened, and he felt that a shadow was coming between him and the faces of his friends."
450,"Now pain assailed him, and he felt cold."
451,"He swayed, clutching at Sam's arm."
452,"'My master is sick and wounded,' said Sam angrily."
453,'He can't go on riding after nightfall.
454,He needs rest.'
455,"Glorfindel caught Frodo as he sank to the ground, and taking him gently in his arms he looked in his face with grave anxiety."
456,"Briefly Strider told of the attack on their camp under Weathertop, and of the deadly knife."
457,"He drew out the hilt, which he had kept, and handed it to the Elf."
458,"Glorfindel shuddered as he took it, but he looked intently at it."
459,"'There are evil things written on this hilt,' he said; 'though maybe your eyes cannot see them."
460,"Keep it, Aragorn, till we reach the house of Elrond!"
461,"But be wary, and handle it as little as you may!"
462,Alas!
463,the wounds of this weapon are beyond my skill to heal.
464,I will do what I can  but all the more do I urge you now to go on without rest.'
465,"He searched the wound on Frodo's shoulder with his fingers, and his face grew graver, as if what he learned disquieted him."
466,"But Frodo felt the chill lessen in his side and arm; a little warmth crept down from his shoulder to his hand, and the pain grew easier."
467,"The dusk of evening seemed to grow lighter about him, as if a cloud had been withdrawn."
468,"He saw his friends' faces more clearly again, and a measure of new hope and strength returned."
469,"'You shall ride my horse,' said Glorfindel."
470,"'I will shorten the stirrups up to the saddle-skins, and you must sit as tight as you can."
471,But you need not fear: my horse will not let any rider fall that I command him to bear.
472,"His pace is light and smooth; and if danger presses too near, he will bear you away with a speed that even the black steeds of the enemy cannot rival.'"
473,"'No, he will not!'"
474,said Frodo.
475,"'I shall not ride him, if I am to be carried off to Rivendell or anywhere else, leaving my friends behind in danger.'"
476,Glorfindel smiled.
477,"'I doubt very much,' he said, 'if your friends would be in danger if you were not with them!"
478,"The pursuit would follow you and leave us in peace, I think."
479,"It is you, Frodo, and that which you bear that brings us all in peril.'"
480,"To that Frodo had no answer, and he was persuaded to mount Glorfindel's white horse."
481,"The pony was laden instead with a great part of the others' burdens, so that they now marched lighter, and for a time made good speed; but the hobbits began to find it hard to keep up with the swift tireless feet of the Elf."
482,"On he led them, into the mouth of darkness, and still on under the deep clouded night."
483,There was neither star nor moon.
484,Not until the grey of dawn did he allow them to halt.
